index,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
11096,"Greater Mumbai, India",22-04-2015,Platinum,Food,M,204980,2015,April
11097,"Delhi, India",05-10-2014,Platinum,Grocery,F,138114,2014,October
11098,"Bengaluru, India",04-12-2014,Platinum,Entertainment,F,91121,2014,December
11099,"Bengaluru, India",25-11-2014,Platinum,Food,M,156837,2014,November
11100,"Bengaluru, India",21-11-2013,Gold,Bills,F,123925,2013,November
11101,"Delhi, India",01-05-2014,Gold,Fuel,F,191509,2014,May
11102,"Greater Mumbai, India",15-07-2014,Gold,Food,F,156022,2014,July
11103,"Greater Mumbai, India",03-11-2014,Silver,Food,M,276332,2014,November
11104,"Delhi, India",29-03-2015,Gold,Bills,F,274343,2015,March
11105,"Greater Mumbai, India",01-04-2015,Gold,Entertainment,M,242644,2015,April
11106,"Greater Mumbai, India",14-11-2013,Platinum,Food,F,49745,2013,November
11107,"Greater Mumbai, India",28-02-2015,Silver,Grocery,M,284339,2015,February
11108,"Delhi, India",10-04-2015,Platinum,Fuel,M,155081,2015,April
11109,"Ahmedabad, India",11-02-2014,Platinum,Grocery,F,30252,2014,February
11110,"Bengaluru, India",22-02-2014,Platinum,Bills,F,171561,2014,February
11111,"Greater Mumbai, India",27-04-2015,Signature,Food,F,119164,2015,April
11112,"Delhi, India",06-03-2015,Signature,Bills,F,184421,2015,March
11113,"Greater Mumbai, India",16-03-2015,Platinum,Entertainment,F,67043,2015,March
11114,"Bengaluru, India",15-10-2013,Signature,Fuel,M,157243,2013,October
11115,"Greater Mumbai, India",16-09-2014,Silver,Food,M,128621,2014,September
11116,"Greater Mumbai, India",11-06-2014,Signature,Bills,F,127620,2014,June
11117,"Greater Mumbai, India",19-07-2014,Silver,Bills,M,100949,2014,July
11118,"Delhi, India",08-11-2013,Platinum,Food,F,278378,2013,November
11119,"Ahmedabad, India",30-10-2013,Gold,Grocery,M,41569,2013,October
11120,"Delhi, India",02-06-2014,Platinum,Fuel,M,67867,2014,June
11121,"Bengaluru, India",01-01-2015,Platinum,Grocery,F,172053,2015,January
11122,"Bengaluru, India",23-03-2015,Platinum,Food,M,266255,2015,March
11123,"Ahmedabad, India",10-11-2014,Silver,Food,M,276137,2014,November
11124,"Ahmedabad, India",02-03-2014,Silver,Entertainment,F,142754,2014,March
11125,"Delhi, India",20-03-2015,Platinum,Fuel,F,263978,2015,March
11126,"Ahmedabad, India",25-05-2014,Signature,Grocery,F,257752,2014,May
11127,"Greater Mumbai, India",28-11-2014,Silver,Entertainment,M,17642,2014,November
11128,"Bengaluru, India",21-09-2014,Gold,Entertainment,F,110349,2014,September
11129,"Bengaluru, India",22-03-2015,Gold,Entertainment,F,154260,2015,March
11130,"Ahmedabad, India",13-05-2015,Platinum,Bills,M,27330,2015,May
11131,"Greater Mumbai, India",21-04-2015,Platinum,Bills,F,172441,2015,April
11132,"Ahmedabad, India",15-11-2014,Signature,Grocery,F,105009,2014,November
11133,"Greater Mumbai, India",17-04-2015,Platinum,Entertainment,M,283401,2015,April
11134,"Ahmedabad, India",19-08-2014,Signature,Entertainment,F,49221,2014,August
11135,"Delhi, India",19-12-2014,Gold,Bills,F,58770,2014,December
11136,"Ahmedabad, India",02-04-2014,Gold,Bills,F,53594,2014,April
11137,"Bengaluru, India",20-10-2014,Gold,Fuel,F,35730,2014,October
11138,"Greater Mumbai, India",14-05-2014,Platinum,Entertainment,M,108819,2014,May
11139,"Bengaluru, India",29-01-2015,Silver,Grocery,F,233617,2015,January
11140,"Bengaluru, India",22-12-2013,Signature,Entertainment,M,111954,2013,December
11141,"Delhi, India",08-05-2014,Silver,Bills,M,294588,2014,May
11142,"Delhi, India",25-10-2013,Platinum,Entertainment,M,244029,2013,October
11143,"Delhi, India",01-07-2014,Signature,Entertainment,M,39662,2014,July
11144,"Bengaluru, India",13-12-2014,Silver,Fuel,F,227561,2014,December
11145,"Delhi, India",23-02-2015,Signature,Fuel,M,56992,2015,February
11146,"Bengaluru, India",02-11-2013,Silver,Entertainment,M,234947,2013,November
11147,"Ahmedabad, India",27-11-2013,Platinum,Fuel,M,178934,2013,November
11148,"Delhi, India",26-01-2014,Signature,Food,F,136622,2014,January
11149,"Greater Mumbai, India",03-04-2015,Silver,Fuel,M,103951,2015,April
11150,"Greater Mumbai, India",27-03-2014,Signature,Grocery,F,148487,2014,March
11151,"Greater Mumbai, India",06-06-2014,Platinum,Food,F,255763,2014,June
11152,"Greater Mumbai, India",30-06-2014,Silver,Fuel,F,91193,2014,June
11153,"Bengaluru, India",19-12-2014,Signature,Bills,M,108457,2014,December
11154,"Greater Mumbai, India",25-05-2014,Signature,Bills,F,186694,2014,May
11155,"Delhi, India",04-01-2015,Platinum,Fuel,F,94402,2015,January
11156,"Bengaluru, India",04-05-2014,Platinum,Grocery,M,96896,2014,May
11157,"Ahmedabad, India",22-04-2014,Silver,Grocery,F,239407,2014,April
11158,"Ahmedabad, India",05-10-2013,Platinum,Food,F,44134,2013,October
11159,"Bengaluru, India",16-03-2014,Platinum,Fuel,M,105730,2014,March
11160,"Greater Mumbai, India",05-12-2013,Gold,Grocery,M,78464,2013,December
11161,"Delhi, India",11-11-2013,Platinum,Grocery,F,106334,2013,November
11162,"Ahmedabad, India",08-01-2015,Silver,Grocery,M,117254,2015,January
11163,"Delhi, India",12-10-2014,Silver,Food,F,44577,2014,October
11164,"Ahmedabad, India",22-11-2014,Signature,Bills,M,214465,2014,November
11165,"Ahmedabad, India",13-05-2014,Platinum,Fuel,F,150474,2014,May
11166,"Bengaluru, India",15-09-2014,Signature,Bills,M,169894,2014,September
11167,"Ahmedabad, India",15-10-2014,Signature,Bills,F,283980,2014,October
11168,"Bengaluru, India",14-10-2014,Signature,Entertainment,M,261140,2014,October
11169,"Delhi, India",13-03-2014,Signature,Food,M,215728,2014,March
11170,"Delhi, India",05-10-2014,Gold,Entertainment,F,147891,2014,October
11171,"Greater Mumbai, India",19-10-2013,Silver,Grocery,F,106714,2013,October
11172,"Ahmedabad, India",03-03-2014,Gold,Fuel,F,111096,2014,March
11173,"Bengaluru, India",27-12-2014,Gold,Bills,F,70213,2014,December
11174,"Bengaluru, India",18-11-2013,Platinum,Fuel,F,199098,2013,November
11175,"Greater Mumbai, India",04-10-2013,Signature,Food,F,290266,2013,October
11176,"Bengaluru, India",09-05-2014,Platinum,Bills,F,131477,2014,May
11177,"Greater Mumbai, India",23-02-2014,Signature,Bills,M,86986,2014,February
11178,"Greater Mumbai, India",27-10-2014,Gold,Bills,F,117773,2014,October
11179,"Greater Mumbai, India",19-10-2014,Platinum,Grocery,M,23005,2014,October
11180,"Ahmedabad, India",13-09-2014,Gold,Entertainment,M,23658,2014,September
11181,"Greater Mumbai, India",10-03-2015,Signature,Fuel,F,58308,2015,March
11182,"Delhi, India",27-02-2015,Platinum,Fuel,M,28266,2015,February
11183,"Ahmedabad, India",16-05-2015,Gold,Grocery,F,72831,2015,May
11184,"Delhi, India",01-08-2014,Signature,Entertainment,F,85259,2014,August
11185,"Delhi, India",01-07-2014,Gold,Grocery,F,128297,2014,July
11186,"Delhi, India",22-10-2013,Gold,Entertainment,F,159090,2013,October
11187,"Bengaluru, India",15-10-2013,Platinum,Bills,F,297982,2013,October
11188,"Bengaluru, India",14-02-2014,Signature,Entertainment,F,243440,2014,February
11189,"Delhi, India",14-02-2015,Platinum,Fuel,M,246816,2015,February
11190,"Ahmedabad, India",06-01-2014,Platinum,Grocery,F,57675,2014,January
11191,"Delhi, India",08-05-2014,Signature,Grocery,F,123672,2014,May
11192,"Bengaluru, India",30-10-2014,Silver,Fuel,F,250106,2014,October
11193,"Greater Mumbai, India",29-07-2014,Gold,Fuel,F,2867,2014,July
11194,"Greater Mumbai, India",01-01-2015,Platinum,Fuel,F,19701,2015,January
11195,"Greater Mumbai, India",09-04-2015,Gold,Grocery,F,167322,2015,April
11196,"Greater Mumbai, India",25-12-2014,Gold,Bills,M,95627,2014,December
11197,"Bengaluru, India",19-09-2014,Silver,Food,M,222929,2014,September
11198,"Ahmedabad, India",04-12-2014,Platinum,Entertainment,M,219376,2014,December
11199,"Bengaluru, India",13-02-2014,Signature,Fuel,F,46264,2014,February
11200,"Ahmedabad, India",24-04-2014,Gold,Bills,F,292629,2014,April
11201,"Bengaluru, India",28-11-2014,Silver,Entertainment,F,80606,2014,November
11202,"Ahmedabad, India",10-02-2015,Silver,Fuel,M,26965,2015,February
11203,"Bengaluru, India",24-06-2014,Gold,Grocery,F,6158,2014,June
11204,"Delhi, India",18-08-2014,Platinum,Food,M,145776,2014,August
11205,"Bengaluru, India",20-09-2014,Gold,Fuel,M,89698,2014,September
11206,"Bengaluru, India",08-01-2015,Signature,Grocery,M,226548,2015,January
11207,"Ahmedabad, India",04-04-2015,Signature,Entertainment,M,2496,2015,April
11208,"Ahmedabad, India",29-10-2013,Platinum,Food,M,221566,2013,October
11209,"Ahmedabad, India",05-12-2014,Silver,Bills,F,49282,2014,December
11210,"Bengaluru, India",31-01-2015,Gold,Fuel,M,99140,2015,January
11211,"Ahmedabad, India",24-09-2014,Platinum,Food,F,64814,2014,September
11212,"Ahmedabad, India",12-09-2014,Gold,Bills,F,205534,2014,September
11213,"Delhi, India",03-06-2014,Gold,Food,M,228712,2014,June
11214,"Ahmedabad, India",09-10-2013,Platinum,Entertainment,F,27032,2013,October
11215,"Ahmedabad, India",03-02-2014,Silver,Grocery,M,269923,2014,February
11216,"Bengaluru, India",29-07-2014,Signature,Fuel,F,49385,2014,July
11217,"Bengaluru, India",26-01-2015,Silver,Entertainment,M,234333,2015,January
11218,"Ahmedabad, India",03-03-2014,Silver,Fuel,F,285000,2014,March
11219,"Greater Mumbai, India",13-01-2015,Gold,Grocery,F,222724,2015,January
11220,"Ahmedabad, India",26-05-2014,Silver,Entertainment,F,239420,2014,May
11221,"Delhi, India",17-01-2014,Silver,Food,M,275916,2014,January
11222,"Bengaluru, India",14-06-2014,Gold,Bills,F,15580,2014,June
11223,"Greater Mumbai, India",10-08-2014,Signature,Food,M,236154,2014,August
11224,"Ahmedabad, India",24-07-2014,Platinum,Bills,M,204718,2014,July
11225,"Bengaluru, India",15-05-2014,Signature,Bills,F,189087,2014,May
11226,"Delhi, India",08-03-2014,Platinum,Fuel,M,219176,2014,March
11227,"Bengaluru, India",17-02-2014,Gold,Food,F,121554,2014,February
11228,"Bengaluru, India",09-11-2014,Signature,Food,F,232720,2014,November
11229,"Bengaluru, India",22-10-2014,Silver,Entertainment,M,39196,2014,October
11230,"Ahmedabad, India",20-11-2014,Platinum,Fuel,F,288789,2014,November
11231,"Delhi, India",07-05-2015,Platinum,Bills,F,162737,2015,May
11232,"Ahmedabad, India",07-05-2015,Signature,Fuel,F,186715,2015,May
11233,"Bengaluru, India",25-03-2015,Platinum,Fuel,F,84371,2015,March
11234,"Bengaluru, India",20-12-2013,Gold,Fuel,M,172456,2013,December
11235,"Delhi, India",12-01-2014,Gold,Food,F,37409,2014,January
11236,"Bengaluru, India",28-04-2014,Gold,Food,M,273300,2014,April
11237,"Ahmedabad, India",29-05-2014,Silver,Food,M,57663,2014,May
11238,"Ahmedabad, India",28-12-2013,Silver,Fuel,F,63710,2013,December
11239,"Greater Mumbai, India",08-06-2014,Gold,Fuel,M,265323,2014,June
11240,"Greater Mumbai, India",05-02-2014,Silver,Entertainment,M,145498,2014,February
11241,"Bengaluru, India",18-08-2014,Platinum,Entertainment,F,98048,2014,August
11242,"Ahmedabad, India",18-03-2015,Platinum,Fuel,F,255046,2015,March
11243,"Bengaluru, India",19-11-2013,Silver,Fuel,F,290224,2013,November
11244,"Ahmedabad, India",23-03-2015,Gold,Grocery,M,127736,2015,March
11245,"Bengaluru, India",23-12-2014,Platinum,Fuel,F,60661,2014,December
11246,"Ahmedabad, India",01-02-2014,Gold,Grocery,F,264104,2014,February
11247,"Delhi, India",28-12-2013,Gold,Entertainment,M,68047,2013,December
11248,"Delhi, India",14-01-2015,Silver,Bills,M,250619,2015,January
11249,"Ahmedabad, India",24-02-2014,Platinum,Grocery,M,208649,2014,February
11250,"Greater Mumbai, India",10-11-2014,Platinum,Entertainment,M,215178,2014,November
11251,"Ahmedabad, India",08-12-2013,Signature,Grocery,F,68853,2013,December
11252,"Ahmedabad, India",22-02-2014,Gold,Grocery,M,7666,2014,February
11253,"Delhi, India",31-01-2015,Signature,Food,M,237361,2015,January
11254,"Bengaluru, India",11-08-2014,Signature,Entertainment,M,205257,2014,August
11255,"Greater Mumbai, India",20-09-2014,Silver,Food,F,149717,2014,September
11256,"Bengaluru, India",25-02-2015,Silver,Grocery,M,92517,2015,February
11257,"Ahmedabad, India",22-03-2015,Signature,Food,M,271699,2015,March
11258,"Greater Mumbai, India",03-12-2013,Silver,Entertainment,F,287358,2013,December
11259,"Ahmedabad, India",28-10-2013,Signature,Entertainment,F,194820,2013,October
11260,"Delhi, India",16-11-2013,Signature,Bills,F,59543,2013,November
11261,"Greater Mumbai, India",20-10-2014,Silver,Food,M,254398,2014,October
11262,"Delhi, India",23-02-2015,Silver,Bills,F,73198,2015,February
11263,"Ahmedabad, India",10-12-2014,Gold,Fuel,M,189215,2014,December
11264,"Delhi, India",03-04-2015,Silver,Entertainment,M,73674,2015,April
11265,"Ahmedabad, India",02-02-2015,Signature,Grocery,F,150372,2015,February
11266,"Ahmedabad, India",07-04-2014,Silver,Bills,F,205357,2014,April
11267,"Delhi, India",11-01-2015,Gold,Fuel,M,240948,2015,January
11268,"Ahmedabad, India",03-12-2013,Gold,Entertainment,M,47030,2013,December
11269,"Bengaluru, India",24-04-2014,Signature,Bills,M,43521,2014,April
11270,"Delhi, India",11-01-2014,Signature,Bills,M,221280,2014,January
11271,"Ahmedabad, India",08-04-2015,Platinum,Fuel,M,196038,2015,April
11272,"Ahmedabad, India",23-03-2014,Platinum,Entertainment,F,12614,2014,March
11273,"Delhi, India",24-05-2014,Signature,Food,M,244725,2014,May
11274,"Ahmedabad, India",30-08-2014,Signature,Entertainment,M,228971,2014,August
11275,"Ahmedabad, India",04-01-2014,Gold,Food,M,58382,2014,January
11276,"Ahmedabad, India",23-01-2014,Silver,Bills,M,160573,2014,January
11277,"Delhi, India",09-11-2013,Silver,Grocery,F,261270,2013,November
11278,"Ahmedabad, India",12-02-2015,Gold,Food,F,33863,2015,February
11279,"Greater Mumbai, India",06-03-2014,Silver,Entertainment,F,98448,2014,March
11280,"Delhi, India",19-10-2014,Silver,Grocery,F,246509,2014,October
11281,"Delhi, India",16-04-2014,Silver,Food,F,104400,2014,April
11282,"Bengaluru, India",15-01-2014,Signature,Grocery,F,277965,2014,January
11283,"Ahmedabad, India",07-04-2014,Gold,Grocery,M,130384,2014,April
11284,"Bengaluru, India",08-04-2015,Silver,Grocery,M,250919,2015,April
11285,"Greater Mumbai, India",01-04-2014,Gold,Food,M,229735,2014,April
11286,"Delhi, India",21-03-2014,Silver,Food,M,289342,2014,March
11287,"Greater Mumbai, India",29-10-2014,Platinum,Fuel,F,207253,2014,October
11288,"Bengaluru, India",14-04-2015,Silver,Grocery,F,193408,2015,April
11289,"Greater Mumbai, India",01-05-2015,Silver,Bills,F,218742,2015,May
11290,"Bengaluru, India",20-02-2015,Signature,Fuel,F,1999,2015,February
11291,"Greater Mumbai, India",11-05-2015,Platinum,Food,M,164128,2015,May
11292,"Bengaluru, India",16-02-2014,Platinum,Fuel,F,94154,2014,February
11293,"Greater Mumbai, India",19-07-2014,Silver,Bills,F,211032,2014,July
11294,"Delhi, India",19-03-2015,Platinum,Fuel,F,186711,2015,March
11295,"Ahmedabad, India",22-12-2013,Platinum,Bills,F,268421,2013,December
11296,"Greater Mumbai, India",15-03-2015,Silver,Bills,F,282013,2015,March
11297,"Delhi, India",10-11-2014,Platinum,Grocery,M,55607,2014,November
11298,"Greater Mumbai, India",24-02-2014,Platinum,Food,M,230405,2014,February
11299,"Greater Mumbai, India",02-05-2014,Platinum,Food,F,241896,2014,May
11300,"Ahmedabad, India",27-10-2013,Platinum,Grocery,F,210891,2013,October
11301,"Delhi, India",12-09-2014,Signature,Grocery,F,56611,2014,September
11302,"Delhi, India",25-12-2014,Silver,Grocery,F,70610,2014,December
11303,"Bengaluru, India",23-10-2014,Silver,Food,F,11965,2014,October
11304,"Greater Mumbai, India",10-07-2014,Platinum,Bills,F,65993,2014,July
11305,"Ahmedabad, India",07-09-2014,Signature,Fuel,F,128661,2014,September
11306,"Ahmedabad, India",05-01-2015,Gold,Bills,M,155492,2015,January
11307,"Greater Mumbai, India",08-12-2014,Signature,Fuel,F,103219,2014,December
11308,"Bengaluru, India",13-05-2015,Gold,Bills,F,266849,2015,May
11309,"Bengaluru, India",17-12-2014,Platinum,Entertainment,M,231929,2014,December
11310,"Ahmedabad, India",16-04-2014,Signature,Food,M,238358,2014,April
11311,"Greater Mumbai, India",16-04-2014,Silver,Bills,F,287357,2014,April
11312,"Greater Mumbai, India",26-11-2013,Silver,Fuel,M,25978,2013,November
11313,"Delhi, India",24-02-2015,Platinum,Entertainment,M,106383,2015,February
11314,"Delhi, India",10-12-2014,Gold,Grocery,F,288270,2014,December
11315,"Bengaluru, India",07-05-2014,Silver,Food,F,18027,2014,May
11316,"Delhi, India",23-12-2013,Platinum,Fuel,F,230895,2013,December
11317,"Greater Mumbai, India",28-06-2014,Gold,Entertainment,F,269714,2014,June
11318,"Delhi, India",30-03-2014,Gold,Grocery,F,158522,2014,March
11319,"Ahmedabad, India",05-03-2014,Silver,Fuel,F,114198,2014,March
11320,"Bengaluru, India",01-08-2014,Silver,Grocery,M,66061,2014,August
11321,"Ahmedabad, India",18-06-2014,Signature,Entertainment,F,264657,2014,June
11322,"Greater Mumbai, India",27-07-2014,Platinum,Grocery,F,160089,2014,July
11323,"Greater Mumbai, India",13-11-2014,Platinum,Fuel,M,36199,2014,November
11324,"Ahmedabad, India",17-03-2015,Signature,Food,M,140760,2015,March
11325,"Greater Mumbai, India",17-03-2015,Platinum,Entertainment,M,113880,2015,March
11326,"Delhi, India",25-08-2014,Silver,Grocery,M,290684,2014,August
11327,"Bengaluru, India",14-11-2013,Gold,Bills,M,90886,2013,November
11328,"Ahmedabad, India",04-11-2013,Silver,Entertainment,M,170018,2013,November
11329,"Delhi, India",18-09-2014,Signature,Bills,M,244637,2014,September
11330,"Delhi, India",16-01-2014,Platinum,Entertainment,M,60471,2014,January
11331,"Delhi, India",19-02-2015,Signature,Bills,M,68653,2015,February
11332,"Delhi, India",04-01-2015,Platinum,Bills,F,28131,2015,January
11333,"Ahmedabad, India",01-11-2014,Signature,Fuel,F,46156,2014,November
11334,"Ahmedabad, India",01-10-2014,Silver,Grocery,M,168844,2014,October
11335,"Ahmedabad, India",22-09-2014,Gold,Grocery,M,246026,2014,September
11336,"Delhi, India",15-04-2014,Signature,Entertainment,M,281983,2014,April
11337,"Delhi, India",19-02-2015,Gold,Food,F,15002,2015,February
11338,"Greater Mumbai, India",07-06-2014,Platinum,Bills,M,224230,2014,June
11339,"Delhi, India",19-09-2014,Signature,Grocery,F,20210,2014,September
11340,"Bengaluru, India",05-11-2013,Platinum,Food,M,234955,2013,November
11341,"Greater Mumbai, India",15-01-2015,Platinum,Entertainment,F,160962,2015,January
11342,"Ahmedabad, India",23-04-2014,Signature,Fuel,F,221759,2014,April
11343,"Ahmedabad, India",27-02-2014,Gold,Bills,F,201781,2014,February
11344,"Ahmedabad, India",08-02-2015,Gold,Entertainment,F,127640,2015,February
11345,"Delhi, India",23-12-2014,Platinum,Bills,F,220931,2014,December
11346,"Ahmedabad, India",06-10-2014,Gold,Food,F,271990,2014,October
11347,"Bengaluru, India",18-12-2014,Platinum,Entertainment,M,244430,2014,December
11348,"Bengaluru, India",30-11-2013,Platinum,Entertainment,F,261177,2013,November
11349,"Bengaluru, India",11-05-2014,Silver,Food,F,125906,2014,May
11350,"Ahmedabad, India",30-03-2014,Gold,Food,M,142343,2014,March
